rating,review_text,sentiment,predicted_sentiment
1,my whatsapp is not working youre asking me download and nothing seems to work,0,0
1,stop update dude my phone memory full ,0,0
4,new update doesnt allow you to have your about show for longer than a month,1,0
5,it is my only communicative channel that is fast and easy in just few minutes,1,1
5,good app,1,1
5,nice app work and helpful and fast,1,1
5,well experience for whatsaap,1,1
4,whatsapp should quickly release the new username feature for all users its very useful because it allows us to chat without sharing our phone numbers which improves privacy and security just like instagram or telegram handles usernames will make it easier to find and message people safely this feature has already been testedplease make it available worldwide we really need it,1,1
5,thank you ,1,1
1,i dont get whatsapp notification anymore good bye,0,0
4,this app is awesome but the option voice chat is not required and i dont vote for it,1,1
4,great,1,1
1,can you please add the hd features on status i dont like to upload pictures in bad quality,0,0
5,whatsapp doesnt block unknown contacts you should make a privacy so that any unknown number couldnt send any text  currently by activating block unknown messages in the advance section unknown contacts can send messages to you,1,0
1,too wide so i need to delete some app before installing it,0,0
1,the whatsapp is not working on my phone,0,0
4,the best app ive used so far,1,1
1,previous version was much better,0,0
1,unable to see others whatsapp about solve this problem,0,0
5,good for daily use or for contacting people,1,1
5,i love whatsapp for my aducation,1,1
2,its the best app i have come across because we get to share lots and lots with friends and relatives,0,1
5,good but when being installed so people be causious of your data thanks,1,1
4,avery good and friendly app,1,1
4,apps is very slow to respond,1,1
1,my account is banned,0,0
5,i love whatsapp,1,1
5,good app,1,1
4,because i can chat with my school friends without paying any money  i like the meta ai it is not a human but work better than human,1,1
5,its very nice infact i give this app excellent,1,1
5,chate,1,1
5,this is so good,1,1
5,photo gallery,1,0
5,its frustrating that when i record a voice comment on a status image audio or video sent once on whatsapp it doesnt send could we please bring this feature back to whatsapp thank you,1,1
5,very cool,1,1
5,great app,1,1
5,very helpful,1,1
5,this app is so wonderful app,1,1
2,it is not working properly ads coming,0,0
4,its working nice,1,1
5,good but help us to make use of free data mood,1,1
1,my whatsapp has been closed by whatsapp without any reason all my work data is on whatsapp and now whatsapp keeps saying that the account has been closed but why was it closed please tell me,0,0
5,sorry sir place my account unbanned from back to use whatsapp only fast and last warning ,1,1
4,dear meta i request u a simple thing please make the option of read receipt little bit expandable means atleast we should have the option to apply it for certain people only if i want only my family members to see blue tick then please make it little bit expandable,1,1
5,my whatshp note ricepve otp soluson,1,1
4,okay more filters for video call will be much fun,1,1
5,it is so useful for me,1,1
1,very stupid way to support with the ai never gives a solution never understands the issue and only able to understand english its very bad very complicated and even in the community cant find something related,0,0
5,super exiting updates,1,1
1,very froud in whatsapp permission all number for use whatsapp,0,0
5,this is a good app,1,1
1,bad bcz its keeps on logging out,0,0
1,someone linked my whatsapp without permission how do i do link it,0,0
5,good apps,1,1
5,in fact its more than any other way of communication,1,1
1,ive lost my number since 221125 until now still cant log in this morning others person using it try call and whatsapp back no reply please help me so many emel with your side already please,0,0
5,very useful app ever ,1,1
5,whatsapp has no issue,1,0
5,its not just an app but its everything to me,1,1
5,because it is very slow plaease check it,1,0
5,this app have look good visually,1,1
1,hello people im research about term of service of whatsapp i dont why is not activate to any phone version,0,0
5,my account is saying my number is nolonger using whatsapp,1,1
5, free communication,1,1
5,open the whatsapp,1,1
4,is very nice and secretive,1,1
4,whatsapp app continue our cell please added whatsapp app,1,1
5,this app is perfect and sharp,1,1
5,whatsapp is one of the best communication devices to reach everywhere,1,1
1,who thought swiping up in a group chat to chat was something anyone wanted and why cant it be disabled how did it pass user testing you literally cant catch up on a long group conversation without calling everyone at the end poor effort imo guys can you revert back to implementing things people actually want or at least give people the option to disable these useless features please,0,0
5,one of the most useful apps out there,1,1
5,love these app too good,1,1
1,this is for the whatsapp app on pc the whatsapp app on pc is very inconsistent since their 15 november 2026 update the application keeps on opening and closing by itself deleting what i type and being incredibly frustrating i wish they kept it the way it was because it was functioning well in my opinion i cant deal with the fact that im in the middle of work and it decides to open or close by itself,0,0
1,very nice  and beautiful  and happy ,0,1
1,i want to update it but i cant,0,1
5,best apps and amezing thank you,1,1
2,app keeps loading and brings up nothing,0,0
2,very sluggish to renew i have been spending data to get back my whatsapp but to no avail please help me,0,0
5,cool enough u can express ur feelings through your status it easy to chat with friend and families,1,1
2,5star rating whatsapp is perfect for staying connected with friends and family however i feel it would be amazing if it supported more indian languages currently only a few languages like english are available but india is a diverse country with many languages adding more languages would make it even more inclusive other than that the app is topnotch great job whatsapp 420 people found this review helpful,0,1
5,i like this apps,1,1
5,my account,1,1
5,this app is so good,1,1
5,good app,1,1
1,worst experience iam facing nw a days unable to download anyting even i switch to auto downloads plz suggest me wht to do,0,0
5,like this app is my life ,1,1
1,please stop these unnecessary join chat in app some random person starts the chat in group there is no option for admin to stop that voice chat always irritating it  group permission should have an option to stop the join chat issues  it is really disturbing and yes even if want to mention any person  it takes too much time please update it tia this is not resolved and plus unable to update the status have to do it 2 times delete update,0,0
1,yoo im sick of this rubbish why cant i post media to my status when i add sound to it and why cant i reply to status posts with voice notes why is the quality of your calls becoming worse by the day and most importantly why is the default media visibility option yes there should be an option to choose for every new contact or group fix these things im freaking fed up,0,0
1,i wont give any stars because suddenly i got banned from whatsapp for violating terms and conditions but i didnt do anything just logged into my account on the whatsapp desktop even though that app was installed from microsoft store i got banned for logged into your own app,0,0
5,best app download is quick and simple,1,1
5,it is very nice,1,1
1,thanks full form app but watsapp not open please help,0,1
5,i love whatsapp,1,1
4,my whatsup aap help you,1,1
5,whats app screen not activet,1,1
5,whatsapp in best app but my account is blocked  please unblock my account  please,1,1
1,slow process,0,0
4,its very safe,1,1
1,currently whatsapp have been misbehaving locking and banning peoples account for no just cause since this latest update it has been from one blocking to another anybody you chat on your contact is automatically a spam to them and immediately your account will be locked opened and locked again your services are terrible this days and if you dont change i will lead a campaign to boycott whatsapp,0,0
5,love this app its ,1,1
5,i love it and you can call your friends and family,1,1
5,very nice   i love  that is very true and scaticfying app,1,1
5,its very cool,1,1
1,if you want to get more popularity than instagram then add reel option,0,0
5,very useful app and smooth working app nice,1,1
5,the most fun and secret keeping app i have ever seen in my life better than facebook,1,1
1,i cant sync my contacts,0,0
5,great appreciation,1,1
5,representative electric odd coach whereas mode propose park be army activity asleep because above legend direct musician specialist universe handle hunter herself consume cooking appointment soldier low recommendation journey,1,1
5,i cant use song at status,1,1
5,its oky,1,1
5,miss behave app,1,1
5,its been lovely using the app,1,1
5,not responding in the my whats app,1,1
1,disgusting features the new about update which allows a short share and then it expires immediately is just frustrating im deleting whatsapp forever,0,0
1,how can i not log into my account on my new phone its saying i need the official whatsapp app and its the official whatsapp app,0,0
5,i just love the app,1,1
2,use whatsapp always,0,1
5,now uve uploaded whatsapp and we cant edit our abouts nor reply with voice notes on peoples statuses these new features are boring please ,1,0
5,the whatsapp is very important of the people,1,1
1,i have an android tablet  it does not allow me to registeri have no reason why it does that it tells me to download the official whatsapp so i did so but it would not give me my verification code saying that my number was not verified what should i do coz i have tried more than ten times but still it would not register,0,0
2,any reason why we cant shares status update photos  vedios in hd  if we can share hd media in whatsapp we should be able to do the same for status updates too right,0,0
5,perfectly great,1,1
1,whatsapp account band ,0,0
5,my account is suspended from last more than 2 months without reason can anyone from meta help me to reopen my account,1,0
2,1 cannot pin chat 2 cannot set notification ringtone in private chat 3 cannot set theme for private chat,0,1
5,unable too connect please try again later what a problem is solution sol whatsapp teem,1,1
5,to good i hope you also use it,1,1
1,didnt ask for ai spyware to be included in the app,0,0
1,my whatsapp are not open,0,1
5,i love whatsapp,1,1
5,i am abu sufiyan this a very good app,1,1
1,help me with my whatsapp,0,1
1,how to sync contact,0,0
5,this very cheep,1,1
5,one to my the world,1,1
2,am sick and tired anytime i want to open whatsapp they will be telling me spam whatsapp please find solution,0,0
2,sometimes whatsapp just stop responding after texting a long bit and forces the app to stop function automatically profile picture bugie the circular pic appears square shaped is so irritating and it is not fixed in past 3 yearsapprox file redundancy is slow media scrolling sometimes force the app to stop responding,0,0
5,i love whatsapp ,1,1
5,old phone,1,0
5,easy to use and protected,1,1
5,nice and best app half the day in the app 10 on 10,1,1
2,massage schedule senting timer update ,0,0
1,bad wait for the code more than one hour my phone model name didnt appear,0,0
1,jesus just copy telegram and make our lives easier allow people to pin messages for themselves forever also without notifying another user make the button edit one click away not freaking three allow users send photos in hd from the chat not from settings stop notifying about deleted messages thats low if i click a message nothing happens even for a reaction i need to press the message seriously,0,0
5,it updating is very slow and bad,1,0
5,this app is so good,1,1
4,make it privacy that no one could see my details,1,1
4,this app is used on my phone on a daily basis i love it because it lets me communicate with people far away and it has very good quality calls texts and voice notes my only problem really is with the users about button i do not like that we only get 50 letters to write our abouts and i also dont like even more that they changed them from the old ones get whatsapp to bring the old about technology back its better than this annoying 50 letter system,1,1
5,plz make some privacy like hide chats and lock chats and  front light during vedio calls are the best things but u switched them off why ,1,1
5,l have been using whatsapp for many years l love this app it great,1,1
5,i love the app,1,1
1,we need same features like ios in android like balloons fireworks  flying hearts etc  while using both of our devices we need same experience and its not that hard dont be a discrimination influencer google,0,0
5,network is not good and my whatsapp disappear,1,1
2,alliance ethnic video council think sign sweet experience buy move hand neighbor run laugh company force family studio together poverty online dozen,0,0
5,pls i need my whatsapp back thank you for your listening ears they said i need a official whatsapp but it not working pls i need to use whatsapp make amends,1,1
5,its very easy to operate and gives better quality for video calling and audio calling also,1,1
5,nice to use,1,1
5,i love whatsapp app,1,1
5,greatest messaging app our time,1,1
1,unable to use the app,0,1
1,my whatsapp account is blocked and i havent done anything wrong nobody is even responding or helping me im really disappointed at this point,0,0
5,good working whatsapp app,1,1
1,whatsapp app is very better but update out off date option please and whatsapp not install app problem,0,1
5,its the best app for me but sometimes when i want to put music on apost it doesnt work,1,1
5,its just perfect this app is like a treasure that helps millions around the world send messages pictures and documents,1,1
1,every updates just make it worse difficult to backup chats meta has just ruined this app ,0,0
5,it works perfectly fine and is fast it is more secure and reliable,1,1
1,i have facing official whatsapp app issue but i install whatsapp from google play store my phone android version 50,0,0
1,new update sucks whatsapp is not able to restore data from local backup my 12 years of data has been lost do something please the backup is still in my phone memory but new update is not able to restore,0,0
5,it is nice but it takes a lot of storage and sometimes u wont see other people in your whatsap number status,1,1
1,even with 5g speed just sending a 12 min freaking video takes hours so damn fast right and the cherry on top is after waiting for that long like a total retard it cancels on its own and shows retry  such a brilliant app,0,0
5,its really good to chat,1,1
5,i dont have any objection about this app,1,1
5,good app,1,1
1,there are soft porn promotion in whatsapp channel whatsapp should take action against theme even kids now day are using whatsapp in parents phone such 3rd class channel are suggest on top by whatsapp why take action against theme or just remove the community option,0,0
5,please i need a new whatsapp,1,1
5,very great,1,1
1,my account was block to use this service,0,1
5,its good but its loding so slowly,1,1
5,my whatsapp please response,1,1
5,its very a best communication app,1,1
5,i have been trying to login my account but is not going throughplz i need to loginsince the very first time i downloaded whatsappit has been giving me issues plz,1,0
1,hello i am facing a recurring problem with my whatsapp my account gets blocked almost every day and whenever i try to use whatsapp the screen becomes very difficult to use or unresponsive this issue happens daily and it prevents me from communicating properly with my contacts and clients please help me resolve this problem as soon as possible thank you,0,0
1,yall should provide a stable update for the itel a06s it keeps resetting my chat theme to the original which highly is disappointing,0,0
5,its a beautifully designed application its easy to use,1,1
5,mostly very nice and i like this app and work fully,1,1
4,can not get on app so its useless right now,1,0
1,i wish it wasnt so ingrained into peoples life from before it was owned by metafacebook maybe i could then delete this piece of spyware,0,0
5,why my whats app not downloading,1,1
5,allow all time,1,1
5,this is the right rating for watsapp we can easily chat to our friends and relatives its easy to talk and chat we can call each other and edit our status and dp watsapp is amazing keep it up watsapp ,1,1
5,seamless app and convenient,1,1
1,my whatsapp account is closed and i cant even not verify and the account has been blocked again and again and has not even been verified,0,0
4,its so helpful for connected people to each other and also for long distance problems,1,1
5,watapp is da best app in mai life,1,1
2,plzzzz my whatsapp is open this my account plzzz open my account,0,1
5,the app is reliable fast and private i love it,1,1
1,whatsapp doesnt show search on listeven after contacts synchronised i cant get search option on top panel of chat i cant search already message and added in contact list,0,0
5,my account has been hacked,1,0
5,this is really easy to use for everyone having groups with friends help to maintain relation with them everyone use this app like a basic need,1,1
5,very good and easy,1,1
5,a very good app you really deserve more than 5stars,1,1
5,it was great,1,1
1,spam issue review but im not spamming and got banned for no reason what a great app,0,0
5,it is very important and good,1,1
5,this app is very important to me ,1,1
5,my whatsapp business is ban please solve my problem whatsapp business team,1,0
1,updates should not be mandatory,0,1
2,investor illustrate maintain extensive look laboratory institutional more question cheek jump super smile prayer figure response attitude sauce description fast package transfer killer awful lawn together violation work nt launch bury sit gray water wish escape policy after video likely welcome hat above for squeeze bus calculate pale stake bike safe announce learn flesh unable actress question battery ethics sure leading please hold profession play physical draw narrative insurance aide etc debate sing agricultural none medical presentation instance recall anxiety special scream management bind soviet center water participant frustration ten allow firm perhaps gay,0,0
5,it is very good app it is very important our daily life time it is use to send message and revise message,1,1
4,quite turn wave pocket participate rifle everybody both chicken habitat craft investigation political rapidly chart hip word remember battery experience poem willing ethnic basket agency survivor into primarily besides far vs list strongly career drama cite admit publish growing,1,1
4,institution similar prescription sweep nice lose country practical build believe designer deeply phrase correspondent photographer dominate narrative expert intention gently friendship first play whole pain eat relationship fighter approve prefer labor communicate cry murder after plane clinical tree layer new exchange immigrant net basket,1,1
2,please i just installed my whatsapp and is not showing but am chatting on it,0,1
5,tone write female ms specifically farm category achieve copy sky discover length distinction musician success figure function heavily slice past win seed finally perception assumption pm inspire federal remove category continued smile cabin introduction shrug convince lead surprisingly lost demonstration seize brush lawn slide very ban piano ideal differ leather presidential single crime hope variation shelter kid tired conflict track picture break fabric pollution promise scream victory security promise service grow advocate hundred check dead nature advanced hunter ideal copy one originally interaction murder clothing moderate courage,1,0
4,good but pls kindly also block screen capture also for whatsapp status pls as soon as possible,1,1
5,kindly add an option to delete synced contacts this will help manage and remove unwanted entries easily thank you,1,1
1,this app is good but the problem is updates,0,1
5,i dont have to rite a letter and post it,1,1
1,all about this app not function like whasapp,0,1
5,best easy and fast in communication,1,1
1,adventure necessarily dish principle long perhaps energy cup warm camera seem inform reasonable senate technology anxiety international active contract process half contribute magazine component ratio accompany essay die trace light therapy lab changing introduce cream responsible imply review dog since guy lab,0,0
5,it is very bad app i report this i accidentally deleted whatsapp and i install whatsapp my all data is deleted ,1,0
5,reviews typically take 24 hours stop we will notify you in whatsapp chats are still on this device sorry for the whatsapp tnx,1,0
5,best whatsapp,1,1
5,can you help me to intsore my whatsapp,1,1
5,the best,1,1
2,facing issues with gifs not loading nor able to send them on samsung galaxy a 16 restarted device multiple times but still same,0,0
5,great app,1,1
2,i cant update my whatsapp,0,1
1,please unbanned my whatsapp no,0,1
5,this is nice i like it,1,1
1,the way it is,0,1
5,thillai,1,1
1,cant get on to whatsapp,0,1
5,whatsapp is a nice platform,1,1
2,i wash there was a way to share screenshots so you could see the color rendering glitches i see the elemengs them selves are fine but their color is not they seem to want go be redialy colored or the color just fades aways near the borders of chats n other things needs a fix,0,0
5,good and formidable ,1,1
5,its goo,1,1
1,i cant ride it off on dnd mode on my watch,0,0
1,doesnt show on desktop,0,0
1,last update of nov 2025 is aweful as it does not show details of the sender of a message when the phone is locked please bring the feature back and show the senders name update 14 aug 2022 please bring back the full preview of photos before sending them this was very useful to determine whether to send them or not recently the new terms of the whatsapp are unacceptable and the application is really violating all the privacy of the users it became provocative and unacceptable,0,0
5,i love to dawn load whats app,1,1
5,cool,1,1
4,keep it small secure optimized bugs free and no privacy issues dont too much bloat it with features,1,1
4,please add an option to toggle the material expressive 3 theme or the material you theme with the colour palette,1,1
2,the app keeps going off and takes time to reinstall,0,0
4,serious corner if low regarding staff hearing union democracy cabinet equally trace attorney studio additional furthermore famous music become reflection imagine palestinian blue lost worry advanced rapidly shrug describe campus lap cousin serve permission leader meal,1,1
5,i communicate quick and easy,1,1
1,i really love this l could barely concertrate on other messaging a pp,0,1
5,good app,1,1
5,not download,1,1
2,whatsapp used to be very enjoyable but now unnecessary features are being added while important ones are neglected 1 there is not reason for iphone devices to have more features when compared to android devices android devices should also have the option to crop the size of videos being posted on statuses or being sent to a recipient 2 hd quality should also be an option for screenshots that apply high resolutions to the screenshots this is a feature only accessible to the samsungs series,0,0
5,this app is really great to use,1,1
5,prefer it than order messaging app,1,1
4,whatapp is the most important app in human,1,1
5,it is a good app ,1,1
1,painful terrible,0,0
5,updated whats app,1,1
5,slowand im no,1,1
5,whatsapp was perfect in every way,1,1
5,wow the best allow me to speak with my grand kids,1,1
5,the most useful app ever i see in my life we do anything without sending a letter for anyone and spend the time with our friend and family without being with each other,1,1
5,lovely app for chatting ,1,1
1,i was locked out of my whatsapp now i cant go back in it says on huawei that google play store doesnt support and the huawei store also dont have it anymore whats going on my life is on whatsapp,0,0
1,whatsapp dp upload quality is like 2015 era,0,0
4,it is so much better now that the status quality is so much better than last time,1,1
4,great and easy,1,1
5,its perfect ,1,1
1,not safe for communication even 2 step verification,0,1
4,the best,1,1
1,by mistake you banned my number which i have used on whatsapp for more than 20 years kindly reactivate it to enable me to continue using it engineer mohamed usama abdelghany ahmed,0,0
5,good app,1,1
5,its very good and when it comes with network excellent well done,1,1
1,why are you permanently banning numbers from using the app when to he user is not aware of the reason for the ban,0,0
1,my account was blocked by whatsapp before the 1 month bus he did not unblock this account,0,1
5,very good and useful communication whatsapp app thanks,1,1
5,this app is so sweet,1,1
5,whatsapp is best aap in whole world we can share photos and videos to other we can do video call chat in this aap,1,1
5,my whatsap ishuuu was not open,1,1
1,the whatsapp is nice chat app it no has the actual,0,1
5,good this one,1,1
4,new features are awesome,1,1
5,this app is the best,1,1
1,you guys are a joke how do you restrict me with nothing done on the app you dont deserve that one star rating it should be zero,0,0
5,this app so amazing,1,1
5,its good and fast,1,1
5,o always been in whatsapp chart,1,1
5,my number has been blocked since october 4 2025 up until i wrote this review i have submitted an appeal via email and whatsapp application but no response lastly try writing comments in official facebook whatsapp page finally my account is back thank you very much,1,1
5,very good but not relant,1,1
2,will u plz remove that new option of setting  about to limited period nobody has time to set it oftenly,0,0
1,which is official whatsap this one is miss behaving,0,1
2,seriously like theres some stupid updates,0,0
4,yutube link with thumbnail is not supported in this version,1,0
5,good apps,1,1
5,very important,1,1
5,update and add more fiture please ,1,1
2,so easy,0,1
1,it delays to update i hate it,0,0
1,my account has been closed but i dont understand what my crime is i use my account normally but why is this happening please check fix my account this is important to me i need it for many things,0,0
5,a reliable messaging app with clear calls and fast delivery perfect for everyday communication,1,1
5,star whatsapp,1,1
4,good but i sometimes have scamers,1,1
4,i suggest adding a feature that lets users choose who can reshare their status not every update is meant to be shared widely and this control would protect privacy prevent unwanted spreading of personal posts and help users keep their content within the audience they intended allowing selective resharing would give users clearer control over how their updates travel and ensure their boundaries are respected this feature would also increase trust by making sharing safer for everyone,1,1
5,kuap chan whatsapp,1,1
5,i love the application,1,1
5,its amazing but it takes long to send status,1,1
5,i try to open my whatsapp number but it not open,1,1
5,i really appreciate this whatsapp thankful,1,1
1,i cant access my whatsapp anymore and its so frustrating ,0,0
1,other can not hear me,0,1
5,please my whatsapp download help,1,1
1,after downloading the lastest update some important contacts cant use the customized ringtone when calling its dissapointing please fix this im using android version 15 and already uninstall the app but everything still the same,0,0
5,please l want to have whatsapp,1,1
5,very nice app,1,1
5,the application is used friendly,1,1
2,naturally institution feeling collect justice terms constant reasonable clear straight distinguish hey circle east horror employee red orientation telescope clearly woman quit tea academic surely catholic captain athletic intention consensus intention positive occasionally phenomenon chemical chest mrs marriage offense feature dead program clothing fully locate detailed stay stability strong celebrate might canadian him mayor bill fabric produce repeatedly hospital jail downtown alone dimension address succeed white slightly device sister conduct both quickly physical beside touch wage raise sophisticated perceive available unfortunately favorite italian currently insurance evaluation able correspondent environment,0,0
5,security update,1,1
5,my best app,1,1
4,its a good app,1,1
1,i am not getting the filter option in video call  and i cant create my own stickers  there are many missing features in my whatsapp app,0,1
1,full of bugs,0,0
5,its fast and reliable,1,1
4,emergency presidential worth lake base drawing withdraw wheel mr relatively watch annual possible everyday coach seek cycle phenomenon medication furniture energy crack indian list,1,1
2,notifications show icon of a different user than the one who sent a message,0,0
5,nice and easy to use it thats a good app ,1,1
5,when the calls go through and it is a good connection,1,1
1,help mera whats app ni chal that plzz help me sorry,0,1
5,i love everything about this app,1,1
5,good experience nice app,1,1
1,downloading very late,0,1
1,whatsapp is not opening,0,0
1,before whatsapp was great for doing business you could message as many people as you wanted for free that was useful for me but now i cant send more than 30 messagesthey have locked everythingthey are asking people to pay this much per message they used to give it away for free but now theyre doing business for money,0,1
5,love the app,1,1
5,is one of the most wonderful app to use for messaging,1,1
5,its fast and chat nicely and have good video call and voice calls its a good message app ever,1,1
5,i love whats app messenger,1,1
1,one day suddenly my whatsapp number get logout when i tried it to login again it says that your number is been banned even i have not used any unauthorised app i am using the authorised app from play store,0,0
1,fake whatsapp my 5 whatsapp account banded my whatsapp account unban kro please,0,0
5,its been a good app,1,1
5,i love this app it nice totally good simple and easy to use,1,1
5,this is really good but when i want to sign in doesnt give me code to sign in an start using this app please make this app clear so that to be loved with many people ,1,1
5,whatsapp is a reliable and easytouse messaging app with smooth performance and fast delivery chats sync instantly voice and video calls stay clear and media sharing is simple and quick the interface is clean backups work well and security features like endtoend encryption add real confidence overall a dependable communication app that fully deserves a solid 5star rating,1,1
5,whats app is fine with me im okay with it,1,1
1,its taking time to download,0,0
5,my account is ban please unbanned ny account,1,0
2,copy criteria porch competitive sick platform sit block ordinary bone commander violent golden mood attach exciting pine frustration radical institutional muslim either official limit essay wooden into quit security pine meal reflect tale trace furniture able if volume reporter close lie afternoon electronic different success breathe report view fine modern surprising beauty psychologist arrest athletic resident leg symptom killing immediate press patch wave luck treatment somebody official,0,0
2,i always sends feedback for my account and it comes i chats for 3 day and it gets blocked again,0,0
1,i hope this message finds you well my whatsapp account has been automatically deleted and i am reaching out to request assistance in recovering it could you please guide me on how to restore my account or provide information regarding why it was deleted i would greatly appreciate any help you can offer to resolve this issue thank you for your support,0,0
1,why you stop my whatsapp messenger any time abeg dont stop my whatsapp messenger again i am being you because of god 60,0,0
5,this app is awesome,1,1
4,chat with your family and friends,1,1
5,useful for us ,1,1
4,cool app love it,1,1
5,for typing messages from afar like outside country,1,1
1,there are many malfunctions and theres a specific number that disappears when i set it as the chat background and then exit the chat please help me solve this problem,0,0
1,i like whatsapp because it makes communication more easier,0,1
5,i love this app,1,1
5,my whatsapp just disappearing anyhow am not happy at all huawei please create auto update i always do update as the phone ask but being in trouble of whatsapp expiring after some time that make me loose a lot of important things on whatsapp has been saved i personally dont appreciate that my phone is old yes but please huawei please help me out on this problem it is always not easy for me to install whatsapp in this phone i might fail to download and install,1,0
1,man am trying to download it buh it has refused since i am updating it,0,0
5,very good for chatting and reaching your family members that are far from you,1,1
1,dear whatsapp my whatsapp is giving me problems help me solve the issue thank you,0,1
5,very good app,1,1
5,fast and safe,1,1
5,a good app needs improvement in ais,1,1
2,its not opening,0,0
1,i have banned because im spam chat at my friend  whatsapp can you help mee im sorry,0,1
4,its good,1,1
5,i am unable to access my whatsapp pls help and unbanned it for me,1,0
5,i like this app because it is a good ,1,1
5,activate whatsapp app,1,1
5,its a good app which made abroad calls very easy,1,1
5,very reliable and privacy app,1,1
5,im loving it,1,1
5,its nice,1,1
4,i have complaint it before that whenever i upload status its quality goes too bad even the video quality isnt bad but when it upload to status its quality goes bad i request to you please do something about it  im really disappointed about this problem,1,0
5,educative and knowledgeable,1,1
1,whatsapp showing wrong contact photo making me confused my other contacts i have reported 1 month ago to them and still the issue continues until today,0,0
5,im really happy,1,1
1,i got loged out for no reason and blocked from getting back in horrible thing todo i need it to stay in contact with my family in usa,0,0
1,bad service kindly unlock  my watsapp all time suspended,0,0
5,good apps,1,1
4,this is nice app to talk each other,1,1
5,its a very good app,1,1
5,it is a good app for sending messages,1,1
5,worst app,1,0
4,nice whatsapp ,1,1
1,very disappointed whenever i open whatsapp the app lock doesnt unlock properly it keeps freezing on the lock screen and i have to close the app completely and open it again to use my fingerprint this happens every time and is very annoying please fix this issue immediately,0,0
5,if you dont have whats app your missing alot,1,1
5,its worth watching,1,1
5,i like the new look but the only problem is that i dont have the new version of this i updated this but i cant find the new chat themes,1,1
1,why cant i log back in my whatsapp acct in my new phone after my old phone was stolenit kept on saying that i need the official whatsapp whereas im using the official whatsappits not lik this before whatsappwhats happening,0,0
5,is good to use,1,1
5,not download,1,1
5,perfectly ok for social onnet social services,1,1
1,my problem is why is my account is restricted whats a reason,0,0
1,my whats app account hack please stop use another phone please its a humble request please,0,0
1,i cant download my whatsaap,0,1
5,good app,1,1
1,factually not impressed,0,0
5,it the best communication app i ever used  so tune in ,1,1
1,poor service,0,0
5,great,1,1
1,i can not no longer use my account after updates only spam issues,0,0
5,its cool and smart,1,1
1,added a permanent large banner your contacts are not synced well duh i dont want to please allow us to close this banner for good,0,0
2,most used messaging app worldwide im guessing but how on gods green earth you can have a pregnant man emoji most illogical emoji,0,0
1,earnings machine executive such charge customer beautiful imply list widely through slave thought this principal person text choose mortgage offensive huge ethnic entirely loud ensure apply tactic independence tomato gallery conversation drive rough tear memory lay publisher surprised seek authority interaction effect cheek lost column patch democratic blade islamic love according prescription scream lung expensive psychology competitive abroad container brush mean human elect myself stick desperate exactly become original dominant play mystery gift beside mutual possess deep energy permit like gender craft capital particularly happen action health urban wait evolve journey center,0,0
1,just one word world shadiest company,0,1
4,i want my whatsapp lobo my cell phone display on index app,1,1
4,whatsapp service is always good and reliable,1,1
5,thish app is good,1,1
5,i dont know what to say because whatsapp always have a problem with me i dont even used whatsapp too much now but hearing it is a spam or something i have been rejected more than four times last week as i chat now it is off im not happy with it but what can i do ,1,1
5,good to hear thanks,1,1
5,i cant able to use whatsapp now why,1,1
1,the removal of the permanent profile about was the worst thing you could have ever pulled off every individual contact now feels like lifeless bots,0,0
1,whatsapp not work,0,1
5,whst sapp,1,1
5,great app,1,1
1,uploading videos on status with the music feature keeps crashing the app other times it will load and load fail to upload the status,0,0
5,it is very fast in communication and very easy,1,1
5,thank you,1,1
2,pichle kuch dino se 1 month se jb se last update aaya hai bht hi problem face krni pd rhi hai mai kisi chat ki notification mute krti hu aur jese hi wo contact status update krte hai notification automatically on ho jati hai mtlb mai kisi chat ko proper mute nhi kr pa rhi hu,0,0
5,please remove status group mention option or add feature to disable some specific group members status,1,0
5,we must whatsapp in right way,1,1
5,this app is really sweet i love it ive been using it for years now but i suggest the expiry period should be at least 3 months,1,1
4,need some improvement,1,1
5,im very happy in this application,1,1
1,i cant install whatapp messenger on my phone please help me,0,1
4,you should be able to make us add friends from around the world,1,1
1,play store isnt downloading it is pending forever,0,0
5,its always help ful to me,1,1
4,i dont like the new option of read all chat if i mistakenly tap on it i wont be able to see who massaged me,1,1
4,this app is gorgeous ,1,1
1,so apparently i cant use this app today when i open this app it closes by itself and ive done everything to make it work but it just cant like i reinstalled it removed cache and etc,0,0
4,it just keeps getting more fun more userfriendly versatile reliable and powerful its the messaging tool to beat really love it,1,1
1,my whatsapp is not functioning accordingly,0,0
4,my no has been block by whatsapp i am told that this no can not longer use whatsapp i dont know the reason what i do ,1,0
1,inside dear mutual district explore scientist case than ring action ideal gifted fellow kind loss establishment,0,0
1,please mera whatsapp ko chalo,0,0
5,it good for my personal use,1,1
5,good job on this app ,1,1
5,whatsap,1,1
1,i dont know why people use this when there is no security,0,1
4,am failing to download,1,1
5,my nambar longer time please problem solved,1,1
5,good to everyone,1,1
1,it is not very fast it has more than five times updateing in a month  but do difference in using of that i dont like it,0,0
1,my account banned please give solution,0,0
5,i love the whats app cause its personal and private to me that is what counts with having a private conversation with someone who you like so much thank you for listening and invennting the app i appreciate it so much thank you with love dvenus dugan,1,1
5,nice app  to family members relatives easy to connecting,1,1
5,can communication with my family,1,1
